Preferred Name	NCGC Lib	SMILES	ML	Report Title	Probe Report URL (old mli links are down)	Source	Probe Present	comment	MLS_ID	SMR_ID	SID	CIDs
	NCGC00386842-01	CN1CCN(CC1)NC(=O)CN1C(=S)S\C(=C/c2c(Cl)ccc(Cl)c2Cl)C1=O	ML302	"Year 4 Reports 
ML302, a Novel Beta-lactamase (BLA) Inhibitor 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK133419 
http://www.ncbi.nlm.nih.gov/books/NBK143563 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS003940491, MLS003940496"	"SMR002627424, SMR002627429"	"162066986, 134220672"	
	NCGC00248767-01|NCGC00248767-02|NCGC00248767-03|NCGC00248767-04|NCGC00248767-05|NCGC00248767-06	COc1cc(ccc1O)-c1ccnc2n(nc(C)c12)-c1ccc(cc1)C(F)(F)F	ML303	Discovery of Small Molecule Influenza Virus NS1 Antagonist	http://www.ncbi.nlm.nih.gov/books/NBK169451	NCBI Bookshelf Probe Report	Probe present		MLS004256089	SMR003080964	"162067055, 124954998"	
	NCGC00386836-01	CCN1CCC[C@@H]1CNC(=O)c1ccc2Sc3c(C)cccc3C(=O)Nc2c1	ML304	"A 2nd Selective Inhibitor of Plasmodium falciparum Glucose-6-Phosphate Dehydrogenase (PfG6PDH) - Probe 2 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK184495 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004255458	SMR003080924	"162067083, 134415581, 134958857"	
			ML305		missing	missing	no info					
	NCGC00140268-01|NCGC00140268-02|NCGC00140268-03|NCGC00140268-04|NCGC00140268-05|NCGC00140268-06|NCGC00140268-07	Cc1ccc(cc1)-c1ccc(=O)n(CC(=O)NCCc2ccccc2)n1	ML306	Discovery of Novel General Anesthetics Using Apoferritin as a Surrogate System	http://www.ncbi.nlm.nih.gov/books/NBK153223	NCBI Bookshelf Probe Report	Probe present		MLS004082015	SMR002338022	"162067015, 134419032"	
	NCGC00386899-01	Clc1cccc(CN2CCC(CNC(=O)[C@@H]3CCCN(C3)c3ncnc4n5CCCCc5nc34)CC2)c1	ML307	Selective UBC 13 Inhibitors	http://www.ncbi.nlm.nih.gov/books/NBK143542	NCBI Bookshelf Probe Report	Probe present		MLS004256644	SMR003081687	"162067032, 134958980"	
	MLS000516457-01	C[C@@H]([C@@H]1C[C@H]2CC[C@@H]1C2)n1c(S)nnc1-c1ccco1	ML308	"Development of a Selective Chemical Inhibitor for the Two-Pore Potassium Channel, KCNK9"	http://www.ncbi.nlm.nih.gov/books/NBK133427	NCBI Bookshelf Probe Report	Probe present		"MLS000516457, MLS004257039"	"SMR000342662, SMR003082144"	"162067067, 134418982"	
	NCGC00262689-01|NCGC00262689-02|NCGC00262689-03|NCGC00262689-04|NCGC00262689-05|NCGC00262689-06	Cc1ccccc1C(N(C(=O)Cn1cnc2ccccc12)c1cccc(F)c1)C(=O)NC1CCCC1	ML309	"Year 4 Reports 
ML309: A potent inhibitor of R132H mutant IDH1 capable of reducing 2-hydroxyglutarate production in U87 MG glioblastoma cells 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK133419 
http://www.ncbi.nlm.nih.gov/books/NBK153220 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004256095	SMR003080970	"162067061, 134958858"	
	NCGC00379220-01|NCGC00379220-02|NCGC00379220-03|NCGC00379220-04|NCGC00379220-05|NCGC00379220-06|NCGC00379220-07	OC(c1ccc(c(F)c1)-c1ccc(CN2CCN(Cc3ccncc3)CC2)cc1)(C(F)(F)F)C(F)(F)F	ML310	Identification of a novel selective inverse agonist probe and analogs for the Retinoic acid receptor-related Orphan Receptor Gamma (RORÎ_)	http://www.ncbi.nlm.nih.gov/books/NBK143543	NCBI Bookshelf Probe Report	Probe present		"MLS004256334, MLS006028294"	SMR003081219	"164347680, 117695958"	
	MLS001198484-01|NCGC00386880-01	CCN1CCN(CC1)C(c1ccc(cc1)C(F)(F)F)c1ccc2cccnc2c1O	ML311	"Year 4 Reports 
ML311: A Small Molecule that Potently and Selectively Disrupts the Protein-Protein Interaction of Mcl-1 and Bim: A Probe for Studying Lymphoid Tumorigenesis 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK133419 
http://www.ncbi.nlm.nih.gov/books/NBK143557 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS001198484, MLS004257019"	SMR000559037	"162067045, 135383441, 131465452"	
	NCGC00386868-01	CC(C)NC(=O)Nc1ccc2O[C@@H](CN(C)S(=O)(=O)c3ccc(Cl)cc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1	ML312	A Small Molecule Inhibitor of Scavenger Receptor BI-mediated Lipid Uptake - Probe 3	http://www.ncbi.nlm.nih.gov/books/NBK143554	NCBI Bookshelf Probe Report	Probe present		MLS004256619	SMR003081644	"162067021, 135378232"	
			ML313		missing	missing	no info					
	NCGC00378708-01|NCGC00378708-02|NCGC00378708-03|NCGC00378708-04|NCGC00378708-05|NCGC00378708-06	COc1ccccc1N1CCN(CC1)c1nc(nc2cc(OC)c(OC)cc12)C1CC1	ML314	Small Molecule Agonists for the Neurotensin 1 Receptor (NTR1 Agonists)	http://www.ncbi.nlm.nih.gov/books/NBK184496	NCBI Bookshelf Probe Report	Probe present		MLS004254796	SMR003080910	"162067077, 134225039"	
	NCGC00241342-01|NCGC00241342-02|NCGC00241342-03	Clc1cc(Cl)cc(CNc2ncncc2-c2ccc3OCOc3c2)c1	ML315	"Identification of selective inhibitors of cdc2-like kinases 1 and 4 (Clk1, Clk4)"	http://www.ncbi.nlm.nih.gov/books/NBK153503	NCBI Bookshelf Probe Report	Probe present		MLS004256649	SMR003081704	"162067039, 99431981, 124950388"	
	NCGC00386850-01	CCOC(=O)N1C(=S)N(c2ccc(F)cc2)C2(CCCCC2)C1=O	ML316	Probing Metabolic Requirements for Fungal Virulence â€” Probe 1	http://www.ncbi.nlm.nih.gov/books/NBK143544	NCBI Bookshelf Probe Report	Probe present		MLS004256613	SMR003081628	"162067092, 134356650"	
	MLS001199036-01|NCGC00386875-01	CCOc1ccc(cc1)-c1cc(NC(=O)c2c(F)cccc2F)c(s1)C(O)=O	ML317	Probe Structure & Characteristics	http://www.ncbi.nlm.nih.gov/books/NBK143534	NCBI Bookshelf Probe Report	Probe present		"MLS001199036, MLS004256629"	SMR000563200	"162067033, 126497311, 103147605"	
	NCGC00386835-01|NCGC00386835-02	Fc1ccc(cc1)C(C#N)c1cccc(n1)C(F)(F)F	ML318	"Identification of a small molecule inhibitor of Pseudomonas aeruginosa PvdQ acylase, an enzyme involved in siderophore pyoverdine synthesis"	http://www.ncbi.nlm.nih.gov/books/NBK133446	NCBI Bookshelf Probe Report	Probe present		MLS004257029	SMR003082124	"162067050, 134356610"	
			ML319		missing	missing	no info					
	NCGC00386848-01	COc1ccccc1[C@H]1c2c(NC3=C1C(=O)CC(C)(C)C3)n[nH]c2C(F)(F)F	ML320	Discovery of Potent and Highly Selective Inhibitors of GSK3b	http://www.ncbi.nlm.nih.gov/books/NBK133436	NCBI Bookshelf Probe Report	Probe present		"MLS004256801, MLS004256802"	"SMR003081866, SMR003081867"	"162067097, 134970446"	
	NCGC00248415-01|NCGC00250206-01|NCGC00250206-02|NCGC00250206-03|NCGC00250206-04|NCGC00250206-05|NCGC00250206-06|NCGC00250207-01|NCGC00250207-02|NCGC00370678-01|NCGC00370678-02	CN1c2cc(ccc2[S+]([O-])c2ccccc2C1=O)C(=O)NCCc1cccs1	ML321	"Discovery, optimization, and characterization of a novel series of dopamine D2 versus D3 receptor selective antagonists"	http://www.ncbi.nlm.nih.gov/books/NBK169449	NCBI Bookshelf Probe Report	Probe present		MLS004497249	SMR003291764	"163685586, 136882616"	
	NCGC00386905-01	Cc1ccc(Cc2c(C)nc3nc(SCC(=O)NCCN4CCNCC4)nn3c2C)cc1	ML322	"ML322, A Small Molecule Inhibitor of Dimerization of the Core Protein of Hepatitis C Virus (HCV) 
Year 5 Reports 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148493 
http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004173141	SMR002989805	"164347661, 125311267, 103771539"	
	NCGC00262306-01|NCGC00262306-02|NCGC00262306-03|NCGC00262306-04|NCGC00262306-05|NCGC00262306-06|NCGC00262306-07|NCGC00262306-08|NCGC00262306-09|NCGC00262306-10|NCGC00262306-11|NCGC00262306-12|NCGC00262306-13|NCGC00262306-14|NCGC00262306-15|NCGC00262306-16|NCGC00262306-17|NCGC00262306-18|NCGC00262306-19|NCGC00262306-20|NCGC00262306-21|NCGC00262306-22|NCGC00262306-23|NCGC00262306-24|NCGC00262306-25|NCGC00262306-26|NCGC00345164-01|NCGC00345164-02|NCGC00345448-01|NCGC00345448-02|NCGC00346927-01|NCGC00346976-01|NCGC00346976-02	CC(C)c1ccccc1-c1ncc(C)c(NCc2ccc(cc2)-n2ccnn2)n1	ML323	"Year 5 Reports 
Discovery of ML323 as a Novel Inhibitor of the USP1/UAF1 Deubiquitinase Complex 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK259186 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS004556019, MLS006028835"	"SMR003351890, SMR004722250"	"163685583, 144116952"	
	MLS002391556-01|NCGC00183808-01|NCGC00183808-02|NCGC00183808-03|NCGC00183808-04|NCGC00183808-05|NCGC00183808-06|NCGC00183808-07|NCGC00183808-08|NCGC00183808-09|NCGC00183808-10|NCGC00183808-11|NCGC00183808-12|NCGC00183808-13|NCGC00183808-14|NCGC00183808-15	CN(C)CCCNC(=O)c1ccc(cc1)-c1cc(O)c2ncccc2c1	ML324	"Year 5 Reports 
Discovery of ML324, a JMJD2 demethylase inhibitor with demonstrated antiviral activity 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK169450 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS002391556, MLS004685729, MLS006010292, MLS006037910"	"SMR001355524, SMR003457050, SMR004701361, SMR004730987"	"85147431, 164026934, 85736407"	
	NCGC00386851-01	NC1=CC(=O)c2ccc(nc2C1=O)-c1cccc(n1)C(O)=O	ML325	Optimization and characterization of a pan protein arginine deiminase (PAD) inhibitor	http://www.ncbi.nlm.nih.gov/books/NBK148497	NCBI Bookshelf Probe Report	Probe present		MLS004082609	SMR002852918	"164347656, 118043677"	
	NCGC00386852-01	FC(F)(F)Oc1ccc2N(CCOc3ccccc3)C(=O)C(=O)c2c1	ML326	Development and characterization of a highly selective M5 PAM probe molecule with improved potency	http://www.ncbi.nlm.nih.gov/books/NBK148851	NCBI Bookshelf Probe Report	Probe present		MLS004576079	SMR003378504	"164347721, 137294184"	
	NCGC00386818-01	Oc1ncccc1C(=O)NCCCNC(=O)c1cc(on1)-c1ccccc1	ML327		missing	missing	Probe present - assume remove		MLS004580709	SMR003392104	"164347715, 144116736"	
		CCn1cc(C(O)=O)c(=O)c2cnc(nc12)N1CCN(CC1)C(S)=Nc1cccc(c1)C(F)(F)F	ML328	"ML328: A Novel Dual Inhibitor of Bacterial AddAB and RecBCD Helicase-nuclease DNA Repair Enzymes 
Year 5 Reports 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148492 
http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004713614	SMR003484266	"164347767, 124343048, 144186606"	
	NCGC00347067-01|NCGC00347067-02|NCGC00347067-03|NCGC00347067-04	NS(=O)(=O)c1ccc(NC2=CC(=O)c3ccccc3C2=O)cc1	ML329	"A Small Molecule Inhibitor of the MITF Molecular Pathway 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK154496 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004556029	SMR003351904	"164347709, 144221520"	
	NCGC00386925-01	COc1ccc2nc(cc(C(=O)NCC(=O)Nc3ccc(cc3)C(C)=O)c2c1)-c1cc(OC)c(OC)c(OC)c1	ML330	Cardioprotective inhibitors of reperfusion injury	http://www.ncbi.nlm.nih.gov/books/NBK174883	NCBI Bookshelf Probe Report	Probe present		MLS004556080	SMR003351985	"164347682, 144223395"	
	NCGC00386923-01	COc1ccc2C3N(C(=O)c2c1OC)c1ccccc1C(=O)N3Cc1cccc(Cl)c1Cl	ML331	Cardioprotective inhibitors of reperfusion injury	http://www.ncbi.nlm.nih.gov/books/NBK174883	NCBI Bookshelf Probe Report	Probe present		MLS004556079	SMR003351984	"164347681, 144220864"	
	NCGC00386817-01	CS(=O)(=O)N(CC(=O)NCC1CC1)c1cc(ccc1Cl)C(F)(F)F	ML332	Identification of a glycine sulfonamide based non-MPEP site positive allosteric potentiator (PAM) of mGlu5	http://www.ncbi.nlm.nih.gov/books/NBK154499	NCBI Bookshelf Probe Report	Probe present		MLS004580679	SMR003382964	"164347697, 144241527"	
	MLS001078301-01|NCGC00386832-01	O=C(Nc1ccncc1)c1ccc2ncsc2c1	ML333	"N-(pyridin-4-yl)benzo[d]thiazole-6-carboxamide inhibits E. coli UT189 bacterial capsule biogenesis 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148500 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS001078301, MLS004555969"	SMR000711227	"164347703, 103147597, 126587014"	
	MLS000083839-01|MLS002584507-01|NCGC00071122-01|NCGC00386934-01	OC(=O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O	ML334	The identification and characterization of non-reactive inhibitor of Keap1-Nrf2 interaction through HTS using a fluorescence polarization assay	http://www.ncbi.nlm.nih.gov/books/NBK169452	NCBI Bookshelf Probe Report	Probe present		"MLS000083839, MLS002584507, MLS004683641, MLS004683642"	"SMR000047054, SMR003455734, SMR003455735"	"164347759, 134970435, 137276180"	
	MLS001000244-01|NCGC00386865-01|NCGC00386865-02|NCGC00386865-03|NCGC00386865-04|NCGC00386865-05	CCOC(=O)C1(CCc2ccccc2)CCN(Cc2ccc(NC(C)=O)cc2)CC1	ML335	Characterization of an agonist probe for opioid receptor mu 1 (OPRM1)-opioid receptor delta 1 (OPRD1) heterodimerization	http://www.ncbi.nlm.nih.gov/books/NBK148496	NCBI Bookshelf Probe Report	Probe present		"MLS001000244, MLS004712024, MLS006029912"	SMR000495779	"164347807, 134220670"	
	NCGC00387374-01|NCGC00387374-02|NCGC00402341-01|NCGC00402341-02	CN1CCN(C)C(C1)=Nc1ccc(cc1C(=O)Nc1ccccc1)[N+]([O-])=O	ML336	"Year 5 Reports 
ML336: Development of Quinazolinone-Based Inhibitors Against Venezuelan Equine Encephalitis Virus (VEEV) 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK179829 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004682209	SMR003454004	"164347774, 144087340"	
	NCGC00379242-01|NCGC00379242-02	COc1ccc(cc1)C#Cc1ccc(C(=O)N2CCC[C@@H](O)C2)c(F)c1	ML337	Development of a Second Generation mGlu3 NAM Probe	http://www.ncbi.nlm.nih.gov/books/NBK148852	NCBI Bookshelf Probe Report	Probe present		"MLS004580699, MLS006028340"	SMR003388512	"164347691, 144223348"	
	NCGC00386894-01|NCGC00386894-02	Clc1ccc(cc1)-c1nnc(SCc2cn(nn2)-c2ccccc2)o1	ML338	"Year 5 Reports 
Elucidation of the physiology of non-replicating, drug tolerant Mycobacterium tuberculosis with the aid of the small molecule probe ML338 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK169453 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004683646	SMR003455738	"164347764, 152258037, 144186624"	
	NCGC00386856-01	COc1cc(cc(OC)c1OC)C(=O)N[C@@H]1C[C@@H]2CCC[C@H](C1)N2CC(=O)Nc1ccccc1Cl	ML339	Probe Structure & Characteristics	http://www.ncbi.nlm.nih.gov/books/NBK158948	NCBI Bookshelf Probe Report	Probe present		MLS004576089	SMR003378510	"164347726, 150864418"	
	NCGC00386871-01|NCGC00386871-02|NCGC00386871-03	CC1CCN(CC1)c1cc(NC(=O)c2ccccc2)ncn1	ML340	Probe Structure & Characteristics	http://www.ncbi.nlm.nih.gov/books/NBK158949	NCBI Bookshelf Probe Report	Probe present		MLS004711949	SMR003474864	"164347786, 150864401"	
	MLS002473875-01|NCGC00351876-01|NCGC00351876-02	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2c(NC(=O)c3ccncc3)cccc2C1=O	ML341	"Year 5 Reports 
Identification of Diversity-Oriented Synthesis Derived Small Molecule, ML341, with Cidal Activity Against Trypanosoma cruzi 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK179828 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS002473875, MLS004683619, MLS004683634"	"SMR001398036, SMR003455712, SMR003455727"	"164347752, 152146810"	
	MLS000064236-01|NCGC00052767-01|NCGC00052767-02	CN(CC(=O)N1CCN(CC1)c1ccccn1)S(=O)(=O)c1ccc(C)cc1	ML342	Inhibitors of FAP-fluorogen interaction as a multiplex assay tool compound for receptor internalization assays	http://www.ncbi.nlm.nih.gov/books/NBK148495	NCBI Bookshelf Probe Report	Probe present		"MLS000064236, MLS002546402, MLS004645659"	"SMR000076255, SMR003435864"	"164347731, 136348701"	
	NCGC00386933-01	O=C(Cc1ccc(cc1)-c1ccccc1)NC1CCC1	ML343	"Discovery of Two, Structurally Distinct Agonists of Vibrio cholerae Quorum Sensing Acting via the CqsS Membrane Receptor"	http://www.ncbi.nlm.nih.gov/books/NBK169447	NCBI Bookshelf Probe Report	Probe present		MLS004683624	SMR003455717	"164347742, 137282727"	
	NCGC00386931-01	CCn1nnnc1NCc1ccc(cc1)C(C)C	ML344	"Discovery of Two, Structurally Distinct Agonists of Vibrio cholerae Quorum Sensing Acting via the CqsS Membrane Receptor"	http://www.ncbi.nlm.nih.gov/books/NBK169447	NCBI Bookshelf Probe Report	Probe present		MLS004683637	SMR003455730	"164347755, 152199102"	
	NCGC00386833-01|NCGC00386833-02|NCGC00386833-03|NCGC00386833-04	Fc1ccc2sn(-c3cc(ccc3N3CCOCC3)S(=O)(=O)N3CCOCC3)c(=O)c2c1	ML345	"Year 5 Reports 
ML345, A Small-Molecule Inhibitor of the Insulin-Degrading Enzyme (IDE) 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK148499 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004714293	SMR003484289	"164347772, 144241486"	
	NCGC00386904-01	COc1ccc(\C=C\C=C2C(=O)NC(=O)NC2=O)cc1	ML346	"ML346: A Novel Modulator of Proteostasis for Protein Conformational Diseases 
Year 5 Reports 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148494 
http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004711999	SMR003474944	"164347792, 152186720"	
	NCGC00379236-01|NCGC00379236-02|NCGC00379236-03|NCGC00379236-04|NCGC00379236-05|NCGC00379236-06|NCGC00379236-07|NCGC00379236-08|NCGC00379236-09|NCGC00379236-10|NCGC00379236-11	COc1ccc(cc1)-c1cnc2c(cnn2c1)-c1cccc2ncccc12	ML347	Development of a potent and ALK2 selective bone morphogenetic protein receptor (BMP) inhibitor	http://www.ncbi.nlm.nih.gov/books/NBK259191	NCBI Bookshelf Probe Report	Probe present		"MLS004797119, MLS006028324"	SMR003517044	"164347808, 160658432, 13634969"	
	MLS000047443-01|NCGC00045818-01|NCGC00045818-02|NCGC00045818-03|NCGC00045818-04|NCGC00045818-05|NCGC00045818-06	FC(F)(F)c1ccc(Cl)c(NC(=O)CN2CCN(CC2)C(=O)c2ccco2)c1	ML348	"Characterization of a Selective, Reversible Inhibitor of Lysophospholipase 1 (LYPLA1) 
Characterization of a Selective, Reversible Inhibitor of Lysophospholipase 2 (LYPLA2) 
An in Vivo Active Carbamate-based Dual Inhibitor of Lysophospholipase 1 (LYPLA1) and Lysophospholipase 2 (LYPLA2)"	"http://www.ncbi.nlm.nih.gov/books/NBK189924 
http://www.ncbi.nlm.nih.gov/books/NBK189927 
http://www.ncbi.nlm.nih.gov/books/NBK259193"	NCBI Bookshelf Probe Report	Probe present		"MLS000047443, MLS004819989, MLS006028172"	SMR000033454	"164347911, 160654487"	
	MLS000660673-01|NCGC00386913-01|NCGC00386913-02|NCGC00386913-03	COc1ccc(cc1)N1CCN(CC1)C(=O)c1cc2CS(=O)(=O)c3ccccc3-c2s1	ML349	"Characterization of a Selective, Reversible Inhibitor of Lysophospholipase 1 (LYPLA1) 
Characterization of a Selective, Reversible Inhibitor of Lysophospholipase 2 (LYPLA2) 
An in Vivo Active Carbamate-based Dual Inhibitor of Lysophospholipase 1 (LYPLA1) and Lysophospholipase 2 (LYPLA2) 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK189924 
http://www.ncbi.nlm.nih.gov/books/NBK189927 
http://www.ncbi.nlm.nih.gov/books/NBK259193 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS000660673, MLS003880534, MLS004819995"	SMR000310192	"164347915, 160654496"	
	NCGC00386932-01	COC(=O)c1cc(Br)cnc1N1CCC(NC2CCCCC2)C(O)C1	ML350	Optimization and characterization of an opioid kappa receptor (OPRK1) antagonist	http://www.ncbi.nlm.nih.gov/books/NBK179827	NCBI Bookshelf Probe Report	Probe present		MLS004801944	SMR003523249	"164347884, 144087319"	
	MLS000082299-01|NCGC00070329-01|NCGC00070329-02|NCGC00070329-03|NCGC00070329-04|NCGC00070329-05|NCGC00070329-06|NCGC00070329-07|NCGC00070329-08|NCGC00070329-09|NCGC00070329-10|NCGC00070329-11	CNc1oc(nc1C#N)-c1cccc2ccccc12	ML351	"Year 5 Reports 
Discovery of ML351, a Potent and Selective Inhibitor of Human 15-Lipoxygenase-1 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK190602 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS000082299, MLS004813835"	SMR000045344	"164347842, 104223766"	
	MLS001121834-01	COc1ccc(cc1OC1CCN(CC1)C(C)C)C(=O)NCc1cc(no1)C(C)C	ML352		missing	missing	Probe present - assume remove		MLS001121834	SMR000655311	"49818711, 160844213"	
	NCGC00386906-01	Fc1cccc(c1)C#Cc1ccc(nc1)C(=O)N1CC2CC2C1	ML353	Identification of a high affinity MPEP-site silent allosteric modulator (SAM) for the metabotropic glutamate subtype 5 receptor (mGlu5)	http://www.ncbi.nlm.nih.gov/books/NBK280039	NCBI Bookshelf Probe Report	Probe present		"MLS004820035, MLS006041105, MLS006041640"	SMR003523616	"164347819, 161005188, 160963303"	
	MLS000325157-01|NCGC00386828-01|NCGC00386828-02|NCGC00386828-03	Cn1c(CO)c(-c2ccccc2)c2cc(ccc12)[N+]([O-])=O	ML354	"Year 5 Reports 
A Novel and Selective PAR4 Antagonist: ML354 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK280043 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS000325157, MLS004820369"	SMR000163753	"164347900, 161003819"	
	NCGC00263773-01|NCGC00263773-02|NCGC00263773-03|NCGC00263773-04|NCGC00263773-05|NCGC00263773-06|NCGC00263773-07|NCGC00263773-08|NCGC00263773-09|NCGC00263773-10|NCGC00263773-11|NCGC00263773-12|NCGC00263773-13|NCGC00263773-14|NCGC00263773-15|NCGC00263773-16|NCGC00263773-17|NCGC00263773-18|NCGC00263773-19|NCGC00263773-20|NCGC00263773-21	COc1cccc(CNc2ccc(cc2)S(=O)(=O)Nc2nc3ccccc3s2)c1O	ML355	"Year 5 Reports 
Discovery of ML355, a Potent and Selective Inhibitor of Human 12-Lipoxygenase 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK259188 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS004813829, MLS006041123"	"SMR003523526, SMR004733974"	"164347831, 160844040"	
		CCC(CC)C(=O)Nc1nc(cs1)-c1ccc(cc1)S(=O)(=O)N1CCOCC1	ML356	Selective inhibitors of FAS-TE	http://www.ncbi.nlm.nih.gov/books/NBK189923	NCBI Bookshelf Probe Report	Probe present		MLS004829569	SMR003532004	"164347907, 160658425"	
		OC(=O)[C@@H]1CCCN1C(=O)c1cnc2c(SSc3cccc4cc(cnc34)C(=O)N3CCC[C@H]3C(O)=O)cccc2c1	ML357		missing	missing	Probe present - assume remove	"""Withdrawn"""	MLS004829369	SMR003531784	"164347867, 161004952"	
	NCGC00386829-01	CCOc1cc(CNC2CCCC2)cc(Cl)c1OCc1ccc(Cl)cc1	ML358	A high throughput screen for inhibitors of nematode detoxification genes	http://www.ncbi.nlm.nih.gov/books/NBK246990	NCBI Bookshelf Probe Report	Probe present		MLS004820029	SMR003523604	"164347918, 161004951"	
	MLS000998839-01|NCGC00386827-01	CCOC(=O)C1(CCOc2ccccc2)CCN(Cc2ccc(O)c(Cl)c2)CC1	ML359	"Year 5 Reports 
Identification of ML359 as a Small Molecule Inhibitor of Protein Disulfide Isomerase 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK189925 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS000998839, MLS004820109"	SMR000496762	"164347898, 160843258"	
